,A.1_DikeIncrease,A.2_DikeIncrease,A.3_DikeIncrease,A.4_DikeIncrease,A.5_DikeIncrease,0_RfR,1_RfR,2_RfR,3_RfR,4_RfR,EWS_DaysToThreat,All Costs,Total Investment Costs,Expected Annual Damage,Total Number of Deaths,Dike Investment Costs,RfR Total Costs,Expected Evacuation Costs
348,1,1,0,2,1,0,1,0,0,1,2,2295152722.6173377,573631000.2168525,1721521722.400485,0.27902331957341286,99661532.46222034,473900000.0,69467.75463224706
349,1,2,0,9,1,0,0,0,0,0,3,2830191016.043203,109363059.7302032,2720827956.3129997,0.29568056457249964,109269356.11963038,0.0,93703.61057282136
350,9,9,4,2,1,1,1,0,0,1,3,1326307886.4315083,742205429.6706073,584102456.7609009,0.05546347992716248,183670277.24747908,558500000.0,35152.423128255854
351,0,2,0,5,0,0,1,0,0,1,2,2657538553.077077,523363822.56332517,2134174730.5137515,0.3152393356474037,49392597.540497534,473900000.0,71225.02282762359
352,9,10,1,9,6,1,1,1,1,1,3,1049905541.0177188,910502301.2986492,139403239.7190695,0.020183009176836283,200095511.5669623,710400000.0,6789.731686973786
353,1,1,0,1,1,0,0,0,0,0,1,2883060309.906832,98965444.26334149,2784094865.643491,0.896005701418138,98917927.23006457,0.0,47517.033276909046
354,7,1,1,3,1,1,1,1,1,1,2,1668139486.6015143,852757401.563309,815382085.0382053,0.099814467021059,142320716.92471915,710400000.0,36684.63858985143
355,1,7,0,2,1,0,0,1,0,1,2,2415985531.310519,407479074.9472788,2008506456.3632407,0.2402139775535336,120629564.5357036,286800000.0,49510.41157519528
356,9,9,4,1,1,1,1,1,1,1,2,1310348156.8916674,893347538.8350579,417000618.05660945,0.0469496688077644,182926672.0153233,710400000.0,20866.819734604902
357,8,10,0,5,9,1,1,0,0,1,1,1541828653.5589156,736566037.8850975,805262615.6738179,0.42476934965995483,178048771.92216888,558500000.0,17265.96292867742
358,5,9,1,10,1,0,1,0,0,1,0,1557826031.2752805,644439394.1279467,913386637.1473337,1.0153077293329462,170539394.1279467,473900000.0,0.0
359,9,9,3,8,2,0,1,1,0,1,2,1176119653.802998,694120265.2753601,481999388.52763796,0.060241786269798585,189497512.96759373,504600000.0,22752.307766397385
360,10,1,4,2,1,1,1,0,1,1,3,1629309783.7516115,838840292.9459034,790469490.8057077,0.07414425199737722,159095724.2537456,679700000.0,44568.69215789926
361,8,10,1,7,5,1,1,0,0,1,0,1387538011.0472908,749844166.7125913,637693844.3346997,0.8096989283428201,191344166.7125913,558500000.0,0.0
362,1,1,0,10,1,0,0,0,1,1,4,2903624369.756397,484765239.3463033,2418859130.4100933,0.25227711593814994,107373096.7215071,377300000.0,92142.62479619066
363,1,1,1,1,2,0,0,0,0,0,1,2483892719.1902523,120160086.15364051,2363732633.0366116,0.6901598219237367,120122420.97680825,0.0,37665.17683225899
364,1,2,0,6,1,0,0,1,1,1,3,2484816096.8243904,514207528.5405708,1970608568.2838197,0.17759722558038274,106148557.28459561,408000000.0,58971.2559751716
365,10,2,0,3,1,1,0,0,0,0,2,1917504878.3017838,224523646.77232528,1692981231.5294585,0.2779073153590529,139854247.98904338,84600000.0,69398.78328190031
366,8,3,0,2,1,1,1,1,0,1,3,1839113892.607548,721896009.21768,1117217883.3898683,0.1335366135303255,132635836.87233916,589200000.0,60172.34534081876
367,1,10,3,9,1,0,0,1,0,0,1,1804191842.983776,192955399.41860068,1611236443.5651755,0.38531169996460235,162234711.5848706,30700000.0,20687.833730073813
368,10,9,0,1,1,0,0,0,0,1,1,1751628026.2698655,420928789.02821,1330699237.2416553,0.5623919500018733,164795693.15881577,256100000.00000003,33095.86939419032
369,1,0,0,3,1,0,0,0,1,1,2,2881408594.3879733,440832127.84070855,2440576466.547265,0.31667865307592424,63467385.66065343,377300000.0,64742.180055137294
370,1,6,1,6,6,0,0,0,0,1,0,2047086427.8470683,404538899.87822783,1642547527.9688406,1.3868127403029245,148438899.8782278,256100000.00000003,0.0
371,1,2,0,10,3,0,0,0,0,1,3,2903306263.9312577,369840294.7219077,2533465969.2093506,0.27826514165214156,113658525.94185741,256100000.00000003,81768.78005019683
372,1,9,4,6,1,0,0,0,0,0,3,1776548871.1516955,155746943.82401955,1620801927.3276758,0.1293759560656062,155703793.98408097,0.0,43149.83993857405
373,1,3,0,8,2,0,0,0,0,1,0,2965601931.21067,369067702.63054204,2596534228.5801277,2.3673296976091813,112967702.63054198,256100000.00000003,0.0
374,1,10,7,7,1,0,0,1,1,1,0,2012236275.6602511,573269441.4102969,1438966834.249954,0.9058356542723994,165269441.41029698,408000000.0,0.0
375,1,2,0,5,1,0,0,0,0,1,3,3083736607.1528544,361411215.8883814,2722325391.264474,0.29456812154111456,105217140.32800739,256100000.00000003,94075.56037399593
376,10,10,3,9,10,0,1,1,0,1,0,772732357.4078865,720550427.6595604,52181929.74832602,0.06854065284077024,215950427.65956044,504600000.0,0.0
377,9,3,0,4,2,1,1,0,0,1,1,2241659950.566589,699068466.6568596,1542591483.909729,0.6283961673925734,140531024.7049911,558500000.0,37441.95186856705
378,1,2,0,5,1,0,0,0,0,0,2,2837055184.890012,105293110.06117128,2731762074.8288407,0.37035799910762646,105217140.32800739,0.0,75969.73316389624
379,0,2,0,6,1,0,1,0,0,1,0,2680258308.2704115,548433954.2276453,2131824354.0427666,2.1006028682368214,74533954.22764532,473900000.0,0.0
380,8,10,0,7,6,1,1,0,0,1,1,1617611044.7878575,732150882.3138591,885460162.4739984,0.4487057623202324,173631414.340109,558500000.0,19467.97375006074
381,1,2,0,2,0,0,0,0,0,1,0,3092338993.8807993,334605726.9962187,2757733266.884581,2.4684754001552975,78505726.99621867,256100000.00000003,0.0
382,1,9,1,1,1,0,0,0,0,1,0,2448898099.226286,404172962.6207684,2044725136.6055174,1.6674538702441508,148072962.6207684,256100000.00000003,0.0
383,9,10,2,1,10,1,1,1,1,1,0,988057981.9550729,912950528.8671355,75107453.08793733,0.07027641783599112,202550528.86713555,710400000.0,0.0
384,1,1,0,3,0,0,0,0,1,1,3,2950513385.878135,453623199.7960724,2496890186.0820627,0.2580520952246587,76238880.61580932,377300000.0,84319.18026311956
385,1,3,0,1,1,0,0,0,0,1,2,3071837482.818309,361367649.0794062,2710469833.7389026,0.36434881390272916,105191739.2461625,256100000.00000003,75909.83324364267
386,10,10,1,9,5,1,1,1,0,1,1,1158343001.295771,792340840.0605453,366002161.23522526,0.1414443259856477,203131620.65627646,589200000.0,9219.40426889354
387,10,10,4,9,10,0,0,1,1,1,0,643666554.0912288,625155550.0916696,18511003.99955934,0.02589731160836512,217155550.09166953,408000000.0,0.0
388,1,10,0,10,9,0,0,1,0,1,0,1924893384.3922353,443358370.1862056,1481535014.2060297,1.2129141086826076,156558370.18620563,286800000.0,0.0
389,9,10,10,2,2,1,1,1,1,1,2,1205245499.9259956,908790185.2225266,296455314.7034691,0.032916605481062323,198375626.11883968,710400000.0,14559.103686865032
390,8,10,0,1,3,1,1,0,0,1,0,1867193692.6527832,721491428.3283764,1145702264.3244066,1.4267324011084421,162991428.32837644,558500000.0,0.0
391,1,7,0,1,1,0,0,0,0,0,3,2549541488.2060914,119965863.09592263,2429575625.1101694,0.2663168789467174,119885959.30354783,0.0,79903.79237480671
392,1,8,1,0,1,0,0,1,0,1,0,2203302264.059456,424373113.92392147,1778929150.1355343,1.2549879795391037,137573113.9239215,286800000.0,0.0
393,0,1,0,1,0,1,1,0,0,1,2,2305360834.294545,601663448.9324907,1703697385.3620543,0.2769083134374281,43093384.44255472,558500000.0,70064.48993595457
394,1,2,0,4,2,0,0,1,1,1,2,2396128795.6069536,513954568.53485554,1882174227.0720983,0.21240183565082574,105911973.13223556,408000000.0,42595.40261998889
395,1,10,3,2,1,0,0,0,0,1,0,2077733337.0043914,411781022.1920185,1665952314.8123727,1.1071618919397925,155681022.19201848,256100000.00000003,0.0
396,1,2,0,1,1,0,0,0,0,1,1,3130437250.429597,358119365.8985659,2772317884.5310316,0.8903571360053095,101972061.49462247,256100000.00000003,47304.40394341426
397,9,6,0,6,1,0,1,0,0,1,1,1940809746.6765804,625431275.796536,1315378470.8800445,0.5665131118757754,151499071.55726755,473900000.0,32204.23926836548
398,9,2,0,6,1,1,1,0,0,1,2,2341961701.530679,696115015.8902048,1645846685.6404743,0.273516894234906,137547931.1058111,558500000.0,67084.7843936111
399,10,10,10,9,2,0,1,1,1,1,2,1104880595.354417,835694314.4838185,269186280.8705985,0.03127030797673666,209881235.06859294,625800000.0,13079.415225655757
400,1,6,0,1,1,0,0,1,1,1,0,2259179902.9728646,523923201.9460789,1735256701.0267856,1.290613147898205,115923201.94607893,408000000.0,0.0
401,1,3,0,4,1,0,0,0,1,1,3,2744551739.0739284,484926484.6197264,2259625254.454202,0.23808041785655257,107555719.97710115,377300000.0,70764.64262524371
402,9,5,0,6,4,1,1,0,0,1,2,1785123384.3829668,711245270.9359365,1073878113.4470305,0.2094644320222646,152704601.09970272,558500000.0,40669.83623368964
403,0,5,0,6,1,0,1,0,1,1,1,2219239850.2478595,679849248.4462949,1539390601.8015642,0.5513223855342708,84720943.6088827,595100000.0,28304.837412267
404,9,9,1,8,5,0,0,0,0,1,3,1088086514.4049122,448597679.57501554,639488834.8298968,0.09742635959687523,192467197.75420848,256100000.00000003,30481.820807012497
405,9,6,0,6,1,0,1,0,0,1,2,1940831006.50641,625452535.6263654,1315378470.8800445,0.23604712994823981,151499071.55726755,473900000.0,53464.06909787237
406,1,5,1,3,1,0,0,0,0,0,1,2239997932.3102775,133350082.64153379,2106647849.6687436,0.6221150358981257,133318506.83223338,0.0,31575.809300411187
407,9,5,0,5,1,1,0,0,0,1,3,1838320934.41451,487571713.8712816,1350749220.5432286,0.1921410414754911,146803503.53046024,340700000.0,68210.34082137886
408,1,4,0,5,1,0,0,0,0,0,1,2604495775.397936,111869552.32871702,2492626223.069219,0.8249735683082878,111829786.69140391,0.0,39765.63731311976
409,1,2,0,10,1,0,0,0,0,1,3,3081728577.443278,366620863.2174163,2715107714.225862,0.29416365691611074,110427230.986065,256100000.00000003,93632.23135123156
410,9,10,0,6,2,1,1,0,0,1,3,1946424734.9661548,728771958.524161,1217652776.4419937,0.17995245267830334,170211441.49642625,558500000.0,60517.027734763346
411,1,7,0,5,1,0,0,0,0,1,0,2747037188.8680844,379231038.1369328,2367806150.731152,2.185136944570439,123131038.13693275,256100000.00000003,0.0
412,9,3,0,7,1,1,1,1,1,1,3,1646281490.1209946,852194761.5693313,794086728.5516632,0.09315674844719156,141751754.73279646,710400000.0,43006.83653490531
413,9,10,7,9,1,1,1,1,0,1,1,1292668531.1758664,788020404.9776492,504648126.19821703,0.13964749647450136,198805468.19110194,589200000.0,14936.786547360189
414,10,10,4,9,3,1,0,1,0,0,0,661426261.8656689,318322422.3508887,343103839.5147801,0.2877866490373732,203022422.35088876,115300000.0,0.0
415,9,10,1,3,1,0,0,0,0,1,3,1382021504.6250906,441768296.8994387,940253207.725652,0.122981918392755,185618470.7561522,256100000.00000003,49826.1432863981
416,10,3,0,2,2,0,1,0,0,1,1,2182209266.9365993,617800743.1585432,1564408523.7780566,0.6313730081605333,143862568.76310933,473900000.0,38174.39543395811
417,9,9,0,6,3,0,1,0,1,1,2,1576215176.7348528,762382713.4608781,813832463.2739747,0.16124283145274346,167251564.3476802,595100000.0,31149.11319789081
418,1,6,1,6,1,0,0,0,1,1,0,2246766341.277071,517028260.57612133,1729738080.7009497,1.3291240246678202,139728260.5761213,377300000.0,0.0
419,9,10,1,3,7,1,1,0,1,1,0,1190570386.9707801,876039647.6550579,314530739.3157222,0.433571574399991,196339647.65505794,679700000.0,0.0
420,0,1,0,1,0,0,1,0,0,1,0,2701160608.222864,516993384.4425547,2184167223.780309,2.120075491488152,43093384.44255472,473900000.0,0.0
421,9,3,0,7,1,1,1,1,0,1,0,1807727251.1772618,730951754.7327964,1076775496.4444656,1.0968176481178005,141751754.73279646,589200000.0,0.0
422,1,8,0,1,1,0,0,0,0,0,0,2543744897.9087124,124056500.84069154,2419688397.0680213,2.2108934940350817,124056500.84069154,0.0,0.0
423,10,10,2,8,2,0,0,1,0,1,2,975565823.2010653,484737021.6343822,490828801.56668323,0.06250588031781827,197913989.11184296,286800000.0,23032.52253919302
424,10,9,1,9,1,0,1,0,1,0,1,1294901771.7993493,530740836.2507149,764160935.5486345,0.31816878288439077,191721550.62389293,339000000.0,19285.626822013728
425,1,2,0,4,1,0,0,0,0,1,2,3096428734.8769617,360512507.8607088,2735916227.016254,0.3690309597033114,104336042.22556111,256100000.00000003,76465.63514765771
426,1,4,1,10,2,0,0,0,0,0,0,2199326478.1434274,138244371.0962052,2061082107.0472221,1.7146135178167816,138244371.0962052,0.0,0.0
427,1,2,0,10,1,0,0,0,1,1,1,2906624654.4350348,487765524.0249414,2418859130.4100933,0.7568313478144497,110427230.986065,377300000.0,38293.03887633897
428,1,1,0,6,0,0,0,0,1,1,0,2933405359.088162,456184483.2894781,2477220875.7986836,2.1425696089388744,78884483.28947814,377300000.0,0.0
429,1,4,0,9,1,0,0,0,0,0,0,2597574107.0364046,115882002.4830269,2481692104.5533776,2.2865446226874537,115882002.4830269,0.0,0.0
430,0,2,0,4,1,0,1,0,1,1,4,2506928228.623034,667907685.346956,1839020543.2760775,0.21033700593543006,72721439.16861083,595100000.0,86246.17834520148
431,2,2,0,5,0,1,1,0,0,1,4,2291020994.164505,642823932.0530453,1648197062.1114593,0.21893263971742913,84226517.3519746,558500000.0,97414.701070622
432,10,10,6,5,3,1,1,1,0,1,1,1122316262.2193801,790762795.4575797,331553466.7618004,0.09395531933863768,201553370.87738195,589200000.0,9424.58019781115
433,0,1,0,1,0,1,1,0,0,1,1,2305332973.356194,601635587.9941397,1703697385.3620543,0.6645799522498274,43093384.44255472,558500000.0,42203.55158495146
434,1,9,4,8,1,0,0,0,0,1,0,2030055492.2347853,413827330.6718129,1616228161.562972,1.0757114521118314,157727330.67181283,256100000.00000003,0.0
435,1,4,3,6,1,0,0,0,1,1,1,2126398963.4307323,511959162.72268724,1614439800.708045,0.38942017287352804,134638979.62929168,377300000.0,20183.093395582146
436,9,3,0,10,3,0,1,0,0,0,3,1769107635.360891,366145568.90882206,1402962066.452069,0.19882346718557822,148277577.51461294,217800000.0,67991.39420916623
437,1,2,0,9,2,0,0,0,0,0,1,2774368403.137093,110888809.98547408,2663479593.1516185,0.8725899859319411,110845287.02630484,0.0,43522.9591692432
438,1,8,0,8,1,0,0,1,0,1,0,2378371135.049657,417056533.31839657,1961314601.7312603,1.5802588900720163,130256533.31839655,286800000.0,0.0
439,9,3,1,7,1,0,1,1,1,1,1,1418897188.6457198,787197580.3755053,631699608.2702146,0.1944797058118697,161380317.57286566,625800000.0,17262.802639551817
440,1,1,0,0,1,0,1,0,0,1,3,2302899678.351,566793338.3040648,1736106340.0469356,0.22378731964186438,92805977.47322531,473900000.0,87360.83083935094
441,1,2,3,6,1,0,0,0,1,1,1,2355730109.8770337,505352451.7466018,1850377658.130432,0.45202909663279023,128026333.26589517,377300000.0,26118.48070661295
442,0,2,0,1,0,1,0,0,0,1,1,2391345728.633225,386891218.9943412,2004454509.6388836,0.72631758800633,46147518.70711261,340700000.0,43700.28722858902
443,1,2,3,2,1,0,0,1,1,1,0,2323400015.824457,532593442.7080778,1790806573.1163788,1.189401676417621,124593442.7080778,408000000.0,0.0
444,9,10,1,10,1,0,1,0,0,0,0,1322935193.9094026,410342747.13129044,912592446.7781122,1.018222994264589,192542747.1312904,217800000.0,0.0
445,9,7,0,1,2,1,1,0,0,1,0,1997683215.714752,711361264.0314378,1286321951.683314,1.5331775504741938,152861264.03143778,558500000.0,0.0
446,0,3,0,6,1,0,1,0,0,1,0,2621629935.2298226,551653631.9791853,2069976303.2506375,2.056380694240267,77753631.97918536,473900000.0,0.0
447,1,10,3,8,1,0,0,1,0,0,1,1804010839.886574,191858161.4754657,1612152678.411108,0.38548761125356434,161137449.43756774,30700000.0,20712.037897955754
448,9,10,9,6,2,0,1,1,1,1,1,1097265494.8850582,826031188.160667,271234306.7243911,0.07541493225595527,200223251.8283506,625800000.0,7936.332316418215
449,10,10,5,6,10,0,1,1,0,0,3,496563635.15126926,463798386.8195521,32765248.331717107,0.0038128789251216854,215296688.290358,248500000.0,1698.529194092827
450,1,7,0,3,1,0,0,1,0,1,2,2404368368.312571,408265666.12899345,1996102702.183577,0.2395254521875987,121416852.41985215,286800000.0,48813.709141323816
451,6,3,1,9,1,1,1,1,1,1,3,1491315973.9102414,860570200.8917328,630745773.0185084,0.06476825400594166,150134650.70948306,710400000.0,35550.18224978846
452,1,8,0,4,1,0,0,0,0,0,2,2508440470.919857,126482290.64948517,2381958180.270372,0.32954615657152897,126420481.57163018,0.0,61809.07785499417
453,6,2,0,0,1,0,1,0,1,1,0,2103343077.254792,708977165.7360266,1394365911.5187652,1.490094623824096,113877165.73602663,595100000.0,0.0
454,1,8,5,9,3,0,0,0,0,1,1,1839518324.037919,415044783.6267671,1424473540.4111521,0.33308859311685385,158929925.8686238,256100000.00000003,14857.758143236764
455,10,9,2,6,5,1,1,0,0,1,2,1138337546.5347977,755009873.0625389,383327673.4722589,0.06277371826031408,196494109.1540922,558500000.0,15763.90844669043
456,10,3,0,9,2,0,0,0,0,1,0,1928299229.2752988,406516258.1559615,1521782971.1193376,1.7367023190359958,150416258.15596148,256100000.00000003,0.0
457,9,10,2,9,1,1,1,1,0,1,3,1329270155.2505205,781715918.8302319,547554236.4202884,0.05478213657767707,192483400.79557028,589200000.0,32518.034661672504
458,6,1,0,1,1,0,1,0,0,0,1,2044743906.3907666,334777369.90029,1709966536.4904766,0.6690992559470816,116934981.22830799,217800000.0,42388.67198206994
459,1,2,3,2,1,0,0,1,1,1,1,2323424960.958546,532618387.84216684,1790806573.1163788,0.4281846035103436,124593442.7080778,408000000.0,24945.13408904058
460,0,7,0,3,0,0,0,0,1,1,2,2590015537.6290565,442945755.8879701,2147069781.7410865,0.2829171352265245,65592309.632342294,377300000.0,53446.25562778309
461,9,10,1,6,4,0,1,0,0,1,0,1307511733.2314854,667133754.0424752,640377979.18901,0.8109526362525197,193233754.04247528,473900000.0,0.0
462,6,10,0,9,1,0,1,0,0,1,2,1902459477.842773,632325638.8070245,1270133839.0357485,0.23060543538915396,158373989.6018145,473900000.0,51649.20520998695
463,10,10,1,8,5,0,0,0,0,0,2,841294525.7369148,202058809.83880648,639235715.8981082,0.12226433037447061,202034358.50897357,0.0,24451.329832897485
464,1,3,0,2,1,0,0,0,1,1,0,2761817559.148685,483235344.4783183,2278582214.670367,1.9913409403295108,105935344.47831827,377300000.0,0.0
465,9,10,2,10,10,0,0,0,0,0,1,402816137.91744924,211009606.53636643,191806531.38108286,0.10357625554277984,211005698.3585781,0.0,3908.1777883496834
466,1,2,0,1,1,0,0,0,0,0,0,2886066927.138113,101972061.49462247,2784094865.643491,2.488904726161494,101972061.49462247,0.0,0.0
467,1,2,0,7,1,0,0,1,0,1,0,2647986638.2106047,393932703.1600409,2254053935.050564,1.8020094695020634,107132703.16004093,286800000.0,0.0
468,10,10,7,10,5,0,1,1,1,0,1,680911872.4941964,581412867.5670433,99499004.92715311,0.028724406707538036,211710091.4489572,369700000.0,2776.1180861559064
469,1,2,3,7,1,0,0,0,0,1,3,2381528100.7649746,385172626.8609059,1996355473.904069,0.1649847580576878,129010479.1413405,256100000.00000003,62147.71956541255
470,10,2,0,3,1,0,1,0,0,1,0,2284955431.540947,613754247.9890434,1671201183.5519032,1.8335895491850194,139854247.98904338,473900000.0,0.0
471,9,9,1,9,2,1,1,0,0,0,1,1349614010.053028,490766933.6362835,858847076.4167446,0.35323062821966156,188345561.97366628,302400000.0,21371.662617190905
472,0,5,0,0,1,0,1,0,0,1,1,2435089062.535954,548369680.3238751,1886719382.2120786,0.6828523822099205,74432498.0620703,473900000.0,37182.261804869806
473,1,2,1,1,1,1,1,1,1,1,1,1601998109.2548234,832021698.8665429,769976410.3882806,0.22583051747562133,121600624.3346917,710400000.0,21074.531851138127
474,9,10,1,10,2,0,0,0,0,0,1,1049384049.1581882,194139965.5414574,855244083.6167309,0.35210857014969416,194118678.03796488,0.0,21287.503492545802
475,1,2,0,0,1,0,1,0,0,1,0,2305866451.7847185,569760111.7377832,1736106340.0469356,1.8648943303488699,95860111.73778321,473900000.0,0.0
476,0,2,0,1,0,1,1,1,1,1,1,1750759174.317577,756574094.1290125,994185080.1885644,0.32607783701265836,46147518.70711261,710400000.0,26575.421899889116
477,10,10,5,6,10,1,1,1,1,1,3,936564968.4786805,925697237.1650715,10867731.3136091,0.0013495392546543233,215296688.290358,710400000.0,548.8747133679301
478,8,8,0,6,1,1,1,0,0,1,3,1994938469.356178,713498252.2911737,1281440217.0650043,0.18545216753275529,154933489.02468556,558500000.0,64763.26648805689
479,9,1,7,5,1,1,1,0,1,1,1,1575531144.291424,840331774.2381064,735199370.0533178,0.20019445275676612,160611538.65098035,679700000.0,20235.587125997103
480,1,1,1,2,1,0,0,0,0,1,0,2773020932.397718,375390095.3022896,2397630837.095429,1.9434337274190878,119290095.30228958,256100000.00000003,0.0
481,0,6,0,1,2,0,1,0,0,1,3,2356206292.8006616,559855646.9421628,1796350645.8584986,0.21961601162072594,85884529.7958031,473900000.0,71117.14635970979
482,1,7,0,0,1,0,0,1,0,1,1,2423695418.9585786,400604344.94888765,2023091074.0096912,0.578219538077883,113774009.54670857,286800000.0,30335.402179081128
483,9,9,1,6,10,1,0,0,0,0,1,722088222.053227,285622273.06645644,436465948.98677045,0.2349428727862005,201013254.92853022,84600000.0,9018.137926230473
484,1,0,0,0,1,0,0,0,0,0,0,2846154741.4144354,55824542.78750984,2790330198.6269255,2.4904995505793273,55824542.78750984,0.0,0.0
485,10,10,7,4,5,0,1,0,0,0,0,681404104.0516021,423418902.6884533,257985201.36314875,0.19819380464837436,205618902.68845335,217800000.0,0.0
486,7,10,0,5,1,1,1,1,0,1,1,1634484544.0184455,747771281.5262761,886713262.4921694,0.34085311667871987,158548053.5502291,589200000.0,23227.976047078777
487,1,2,0,5,2,0,0,0,0,1,2,3027942653.6418695,362965625.5387771,2664977028.1030927,0.3621886070157442,106793071.23468184,256100000.00000003,72554.30409524421
488,9,1,0,1,1,1,0,0,0,1,3,2169293844.51726,471104289.13924277,1698189555.378017,0.2211502301780844,130317301.05128008,340700000.0,86988.08796268626
489,3,2,0,3,1,1,1,1,1,1,4,1736732252.2326372,820582702.8184532,916149549.4141839,0.10290548590869103,110124687.02786559,710400000.0,58015.790587582844
490,1,3,1,9,2,0,0,0,0,1,0,2625602398.1011143,389793527.61791414,2235808870.4831996,1.8419563281638314,133693527.61791411,256100000.00000003,0.0
491,9,7,1,4,1,1,0,0,0,1,0,1461144104.2365367,513977876.6957712,947166227.5407654,1.035271641816305,173277876.69577122,340700000.0,0.0
492,9,2,6,1,1,1,1,0,1,1,1,1611001798.6202993,838758923.9049115,772242874.7153877,0.20691221274362812,159037498.0473628,679700000.0,21425.857548696105
493,9,1,7,6,1,1,1,1,1,1,0,1593079386.6479228,871942955.6075685,721136431.040354,0.5419376850304537,161542955.60756856,710400000.0,0.0
494,1,3,0,3,2,0,0,0,1,1,0,2663930691.269174,485598563.2691413,2178332128.0000324,1.9226620470756,108298563.26914129,377300000.0,0.0
495,1,6,0,3,1,0,0,0,1,1,2,2602938758.3340383,494805098.5611624,2108133659.772876,0.279173202174421,117454095.06238325,377300000.0,51003.49877915799
496,0,7,0,1,1,0,1,0,0,1,0,2391819339.4935856,562171356.2465975,1829647983.2469878,1.8504780898826358,88271356.24659754,473900000.0,0.0
497,0,3,0,6,1,0,1,0,1,1,1,2338095576.847002,672885030.9064357,1665210545.9405665,0.5861678585504545,77753631.97918536,595100000.0,31398.927250381676
498,10,10,5,9,3,0,0,1,0,1,2,820687397.0500487,491099813.38720965,329587583.6628391,0.03992985458976125,204284359.38461202,286800000.0,15454.002597616845
499,1,3,0,3,1,0,0,0,0,1,1,3046348886.4656663,362867424.5528773,2683481461.912789,0.8710787005389036,106722632.36246683,256100000.00000003,44792.19041045163
500,9,2,9,5,2,1,1,1,1,1,1,1445927176.1535,878619564.493577,567307611.6599231,0.15569387414254876,168204255.3878217,710400000.0,15309.105755291625
501,1,3,2,1,1,0,0,0,0,1,3,2472047505.6841187,382085635.35185695,2089961870.332262,0.18102112871481152,125918830.61694622,256100000.00000003,66804.73491070495
502,7,2,0,10,0,1,1,0,1,1,2,2189263332.7046695,788218811.9127926,1401044520.7918768,0.22668850859797976,108460624.99378647,679700000.0,58186.91900614923
503,1,3,0,9,1,0,0,1,1,1,0,2387750256.324142,520489033.8711704,1867261222.4529715,1.4061159639405174,112489033.87117042,408000000.0,0.0
504,10,10,3,3,2,1,0,1,0,0,1,835752039.2281117,309710683.6078592,526041355.62025255,0.15079585532327233,194395534.36095813,115300000.0,15149.246901108336
505,1,2,2,7,1,0,0,1,1,1,0,2300351169.066039,535859794.53082466,1764491374.5352144,1.178912314705574,127859794.53082465,408000000.0,0.0
506,10,10,7,4,5,1,1,1,1,1,1,1023833016.6700693,916021938.1262101,107811078.54385918,0.03003403576895345,205618902.68845335,710400000.0,3035.437756820541
507,9,3,0,9,3,1,1,1,1,1,1,1480980888.124072,857535072.5043057,623445815.6197662,0.23527467200322896,147119702.64817834,710400000.0,15369.856127387833
508,9,2,0,9,2,1,0,0,0,1,0,2066575682.7589867,482944660.84752035,1583631021.9114661,1.7809244930325503,142244660.84752032,340700000.0,0.0
509,0,3,0,4,1,0,1,0,0,1,0,2635758632.3935533,549841116.9201509,2085917515.4734025,2.0628454488322574,75941116.92015086,473900000.0,0.0
510,1,4,0,7,1,0,0,0,0,0,2,2597551034.352173,113810912.43515192,2483740121.917021,0.3431431289111661,113745349.52343746,0.0,65562.91171446568
511,1,2,0,1,1,0,0,0,0,1,3,3130487511.3587866,358169626.82775575,2772317884.5310316,0.29678571200176984,101972061.49462247,256100000.00000003,97565.33313329192
512,0,0,0,2,1,0,1,0,0,1,1,2674592182.8062854,505009576.6724271,2169582606.1338587,0.761521184986332,31065494.719554596,473900000.0,44081.95287248582
513,1,8,2,4,1,0,0,1,0,1,0,2083506410.123021,433947572.9424139,1649558837.1806068,1.1018439141099254,147147572.9424139,286800000.0,0.0
514,9,5,0,7,1,1,0,0,0,0,1,1584651815.5729833,233352012.61758527,1351299802.955398,0.5801478987399439,148719066.36249378,84600000.0,32946.25509148669
515,1,2,0,2,0,1,1,0,1,1,2,2186578948.228433,758265393.6036861,1428313554.6247473,0.22833480610230542,78505726.99621867,679700000.0,59666.60746735851
516,10,10,7,4,5,1,1,0,0,1,1,1017133122.5663465,764126044.0164667,253007078.5498797,0.07052838234702602,205618902.68845335,558500000.0,7141.328013416949
517,10,10,7,1,1,0,1,1,1,1,2,1224096454.07717,822280466.8392196,401815987.2379503,0.04346727713332684,196460093.1229951,625800000.0,20373.716224398395
518,1,9,0,7,6,0,0,0,0,0,3,2110895446.027375,142366632.76215997,1968528813.2652152,0.22707280991723025,142315680.74822414,0.0,50952.013935836214
519,9,2,0,5,1,1,1,0,1,1,2,2165639849.810394,816371797.1998477,1349268052.6105456,0.22111954698738936,136616514.14922288,679700000.0,55283.05062482657
520,0,2,0,4,2,0,1,0,0,1,2,2638683370.743177,548266167.6390265,2090417203.1041503,0.3100385985136727,74297370.07528529,473900000.0,68797.56374117598
521,9,3,0,7,2,1,0,0,0,0,0,1757478916.2095892,227927685.6394709,1529551230.5701184,1.75041945289289,143327685.6394709,84600000.0,0.0
522,8,3,0,10,2,0,0,0,0,1,3,1919882162.1079934,398099190.9886559,1521782971.1193376,0.20840427828431948,141923332.03830037,256100000.00000003,75858.95035553165
